"satuan_kerja_id","satuan_kerja_nama","lv0_jabatan_id","lv0_jabatan_nama","lv0_eselon_nm","lv1_unit_kerja_id","lv1_unit_kerja_nama","lv1_jabatan_id","lv1_jabatan_nama","lv1_eselon_nm","lv2_unit_kerja_id","lv2_unit_kerja_nama","lv2_jabatan_id","lv2_jabatan_nama","lv2_eselon_nm","lv3_unit_kerja_id","lv3_unit_kerja_nama","lv3_jabatan_id","lv3_jabatan_nama","lv3_eselon_nm","lv4_unit_kerja_id","lv4_unit_kerja_nama","lv4_jabatan_id","lv4_jabatan_nama","lv4_eselon_nm","lv5_unit_kerja_id","lv5_unit_kerja_nama","lv5_jabatan_id","lv5_jabatan_nama","lv5_eselon_nm","lv6_unit_kerja_id","lv6_unit_kerja_nama","lv6_jabatan_id","lv6_jabatan_nama","lv6_eselon_nm","lv7_unit_kerja_id","lv7_unit_kerja_nama","lv7_jabatan_id","lv7_jabatan_nama","lv7_eselon_nm","level","unit_kerja_kode","id","parent_id","jabatan_id","eselon_nm","kode_unit_kerja","eselon_id","jabatan_nama","unit_kerja_nama","gol_id_minimum","alamat","latitude","longitude","m_kabkot_id","nama_kota","unit_kerja_id_baru","status","unit_kerja_aktif_mulai","unit_kerja_aktif_selesai","kode_jabatan"
"49","SEKRETARIAT DAERAH","34461","SEKRETARIS DAERAH","I.b","144","ASISTEN ADMINISTRASI UMUM","33353","ASISTEN ADMINISTRASI UMUM","II.a","145","BIRO ORGANISASI","33354","KEPALA BIRO ORGANISASI","II.b","146","BAGIAN KELEMBAGAAN DAN REFORMASI BIROKRASI","33355","KEPALA BAGIAN KELEMBAGAAN DAN REFORMASI BIROKRASI","III.a",,,,,,,,,,,,,,,,,,,,,3,,"146","145","33355","III.a","100103010100",31,"KEPALA BAGIAN KELEMBAGAAN DAN REFORMASI BIROKRASI","BAGIAN KELEMBAGAAN DAN REFORMASI BIROKRASI",141,"JL. SAM RATULANGI NO.101 PALU",,,,,,1,,,
"10","DINAS PENDIDIKAN","33499","KEPALA DINAS PENDIDIKAN","II.a","487","CABANG DINAS PENDIDIKAN MENENGAH WILAYAH IV KAB. MOROWALI DAN KAB. MOROWALI UTARA","33501","KEPALA CABANG DINAS PENDIDIKAN MENENGAH WILAYAH IV KAB. MOROWALI DAN KAB. MOROWALI UTARA","III.b","944","SMK NEGERI 1 WITA PONDA KAB. MOROWALI","34150","KEPALA SMK NEGERI 1 WITA PONDA KAB. MOROWALI",,,,,,,,,,,,,,,,,,,,,,,,,,,2,"SMK","944","487","34150",,"102809190000",,"KEPALA SMK NEGERI 1 WITA PONDA KAB. MOROWALI","SMK NEGERI 1 WITA PONDA KAB. MOROWALI",,"JL. SETIA BUDI, NO.9 PALU",,,,,,1,,,
"10","DINAS PENDIDIKAN","33499","KEPALA DINAS PENDIDIKAN","II.a","489","CABANG DINAS PENDIDIKAN MENENGAH WILAYAH V KAB.BANGGAI, KAB. BANGGAI KEPULAUAN DAN KAB. BANGGAI LAUT","33502","KEPALA CABANG DINAS PENDIDIKAN MENENGAH WILAYAH V KAB.BANGGAI, KAB. BANGGAI KEPULAUAN DAN KAB. BANGGAI LAUT","III.b","1043","SMK NEGERI 1 SIMPANG RAYA KAB. BANGGAI","34204","KEPALA SMK NEGERI 1 SIMPANG RAYA KAB. BANGGAI",,,,,,,,,,,,,,,,,,,,,,,,,,,2,"SMK","1043","489","34204",,"102810350000",,"KEPALA SMK NEGERI 1 SIMPANG RAYA KAB. BANGGAI","SMK NEGERI 1 SIMPANG RAYA KAB. BANGGAI",,"JL. SETIA BUDI, NO.9 PALU",,,,,,1,,,
"12","DINAS KESEHATAN","34343","KEPALA DINAS KESEHATAN","II.a","766","UPT BALAI PENDIDIKAN PELATIHAN KESEHATAN","34382","KEPALA UPT BALAI PENDIDIKAN PELATIHAN KESEHATAN","III.b","768","SEKSI PENYELENGGARAAN KEDIKLATAN","34384","KEPALA SEKSI PENYELENGGARAAN KEDIKLATAN","IV.a",,,,,,,,,,,,,,,,,,,,,,,,,,2,,"768","766","34384","IV.a","100306020000",41,"KEPALA SEKSI PENYELENGGARAAN KEDIKLATAN","SEKSI PENYELENGGARAAN KEDIKLATAN",133,"JL. R.A. KARTINI, NO.11 PALU",,,,,,1,,,
"10","DINAS PENDIDIKAN","33499","KEPALA DINAS PENDIDIKAN","II.a","487","CABANG DINAS PENDIDIKAN MENENGAH WILAYAH IV KAB. MOROWALI DAN KAB. MOROWALI UTARA","33501","KEPALA CABANG DINAS PENDIDIKAN MENENGAH WILAYAH IV KAB. MOROWALI DAN KAB. MOROWALI UTARA","III.b","934","SMA NEGERI 1 BUNGKU SELATAN KAB. MOROWALI","34140","KEPALA SMA NEGERI 1 BUNGKU SELATAN KAB. MOROWALI",,,,,,,,,,,,,,,,,,,,,,,,,,,2,"SMA","934","487","34140",,"102809090000",,"KEPALA SMA NEGERI 1 BUNGKU SELATAN KAB. MOROWALI","SMA NEGERI 1 BUNGKU SELATAN KAB. MOROWALI",,"JL. SETIA BUDI, NO.9 PALU",,,,,,1,,,
"10","DINAS PENDIDIKAN","33499","KEPALA DINAS PENDIDIKAN","II.a","487","CABANG DINAS PENDIDIKAN MENENGAH WILAYAH IV KAB. MOROWALI DAN KAB. MOROWALI UTARA","33501","KEPALA CABANG DINAS PENDIDIKAN MENENGAH WILAYAH IV KAB. MOROWALI DAN KAB. MOROWALI UTARA","III.b","954","SMA NEGERI 2 SOYO JAYA KAB. MOROWALI UTARA","34160","KEPALA SMA NEGERI 2 SOYO JAYA KAB. MOROWALI UTARA",,,,,,,,,,,,,,,,,,,,,,,,,,,2,"SMA","954","487","34160",,"102809290000",,"KEPALA SMA NEGERI 2 SOYO JAYA KAB. MOROWALI UTARA","SMA NEGERI 2 SOYO JAYA KAB. MOROWALI UTARA",,"JL. SETIA BUDI, NO.9 PALU",,,,,,1,,,
"10","DINAS PENDIDIKAN","33499","KEPALA DINAS PENDIDIKAN","II.a","481","CABANG DINAS PENDIDIKAN MENENGAH WILAYAH II KAB. DONGGALA DAN KAB. PARIGI MOUTONG","33639","KEPALA CABANG DINAS PENDIDIKAN MENENGAH WILAYAH II KAB. DONGGALA DAN KAB. PARIGI MOUTONG","III.b","581","SMA NEGERI 2 KASIMBAR KAB. PARIGI MOUTONG","33699","KEPALA SMA NEGERI 2 KASIMBAR KAB. PARIGI MOUTONG",,,,,,,,,,,,,,,,,,,,,,,,,,,2,"SMA","581","481","33699",,"102807610000",,"KEPALA SMA NEGERI 2 KASIMBAR KAB. PARIGI MOUTONG","SMA NEGERI 2 KASIMBAR KAB. PARIGI MOUTONG",,"JL. SETIA BUDI, NO.9 PALU",,,,,,1,,,
"10","DINAS PENDIDIKAN","33499","KEPALA DINAS PENDIDIKAN","II.a","487","CABANG DINAS PENDIDIKAN MENENGAH WILAYAH IV KAB. MOROWALI DAN KAB. MOROWALI UTARA","33501","KEPALA CABANG DINAS PENDIDIKAN MENENGAH WILAYAH IV KAB. MOROWALI DAN KAB. MOROWALI UTARA","III.b","960","SMK NEGERI 1 PETASIA TIMUR KAB. MOROWALI UTARA","34166","KEPALA SMK NEGERI 1 PETASIA TIMUR KAB. MOROWALI UTARA",,,,,,,,,,,,,,,,,,,,,,,,,,,2,"SMK","960","487","34166",,"102809350000",,"KEPALA SMK NEGERI 1 PETASIA TIMUR KAB. MOROWALI UTARA","SMK NEGERI 1 PETASIA TIMUR KAB. MOROWALI UTARA",,"JL. SETIA BUDI, NO.9 PALU",,,,,,1,,,
"16","DINAS SOSIAL","33907","KEPALA DINAS SOSIAL","II.a","861","UPT PANTI SOSIAL TRESNA WERDHA MADAGO TENTENA","33965","KEPALA UPT PANTI SOSIAL TRESNA WERDHA MADAGO TENTENA","III.b","862","SUB BAGIAN TATA USAHA","33966","KEPALA SUB BAGIAN TATA USAHA","IV.a",,,,,,,,,,,,,,,,,,,,,,,,,,2,,"862","861","33966","IV.a","100707010000",41,"KEPALA SUB BAGIAN TATA USAHA","SUB BAGIAN TATA USAHA",133,"JL. PROF. MOH. YAMIN NO. 15 PALU",,,,,,1,,,
"49","SEKRETARIAT DAERAH","34461","SEKRETARIS DAERAH","I.b","1","ASISTEN PEMERINTAHAN DAN KESEJAHTERAAN RAKYAT","34132","ASISTEN PEMERINTAHAN DAN KESEJAHTERAAN RAKYAT","II.a","59","BIRO HUKUM","34105","KEPALA BIRO HUKUM","II.b","68","BAGIAN BANTUAN HUKUM","34096","KEPALA BAGIAN BANTUAN HUKUM","III.a","70","SUB BAGIAN LITIGASI","34094","KEPALA SUB BAGIAN LITIGASI","IV.a",,,,,,,,,,,,,,,,4,,"70","68","34094","IV.a","100101030302",41,"KEPALA SUB BAGIAN LITIGASI","SUB BAGIAN LITIGASI",133,"JL. SAM RATULANGI NO.101 PALU",,,,,,1,,,
"10","DINAS PENDIDIKAN","33499","KEPALA DINAS PENDIDIKAN","II.a","489","CABANG DINAS PENDIDIKAN MENENGAH WILAYAH V KAB.BANGGAI, KAB. BANGGAI KEPULAUAN DAN KAB. BANGGAI LAUT","33502","KEPALA CABANG DINAS PENDIDIKAN MENENGAH WILAYAH V KAB.BANGGAI, KAB. BANGGAI KEPULAUAN DAN KAB. BANGGAI LAUT","III.b","1143","SMK NEGERI MARITIM KAB. BANGGAI LAUT","40303","KEPALA SMK NEGERI MARITIM KAB. BANGGAI LAUT",,,,,,,,,,,,,,,,,,,,,,,,,,,2,"SMK","1143","489","40303",,"",,"KEPALA SMK NEGERI MARITIM KAB. BANGGAI LAUT","SMK NEGERI MARITIM KAB. BANGGAI LAUT",,"JL. SETIA BUDI, NO.9 PALU",,,,,,1,,,
"10","DINAS PENDIDIKAN","33499","KEPALA DINAS PENDIDIKAN","II.a","489","CABANG DINAS PENDIDIKAN MENENGAH WILAYAH V KAB.BANGGAI, KAB. BANGGAI KEPULAUAN DAN KAB. BANGGAI LAUT","33502","KEPALA CABANG DINAS PENDIDIKAN MENENGAH WILAYAH V KAB.BANGGAI, KAB. BANGGAI KEPULAUAN DAN KAB. BANGGAI LAUT","III.b","1047","SMA NEGERI TOLISU KAB. BANGGAI","34208","KEPALA SMA NEGERI TOLISU KAB. BANGGAI",,,,,,,,,,,,,,,,,,,,,,,,,,,2,"SMA","1047","489","34208",,"102810390000",,"KEPALA SMA NEGERI TOLISU KAB. BANGGAI","SMA NEGERI TOLISU KAB. BANGGAI",,"JL. SETIA BUDI, NO.9 PALU",,,,,,1,,,
"3","BADAN PENDAPATAN DAERAH","33784","KEPALA BADAN PENDAPATAN DAERAH","II.a","337","UPTD BADAN PENDAPATAN WILAYAH VII","33850","KEPALA UPTD BADAN PENDAPATAN WILAYAH VII","III.b","338","SUB BAGIAN TATA USAHA","33851","KEPALA SUB BAGIAN TATA USAHA","IV.a",,,,,,,,,,,,,,,,,,,,,,,,,,2,,"338","337","33851","IV.a","103412010000",41,"KEPALA SUB BAGIAN TATA USAHA","SUB BAGIAN TATA USAHA",133,"JL. PROF. DR. MOH. YAMIN NO. 34 PALU",,,,,,1,,,
"16","DINAS SOSIAL","33907","KEPALA DINAS SOSIAL","II.a","861","UPT PANTI SOSIAL TRESNA WERDHA MADAGO TENTENA","33965","KEPALA UPT PANTI SOSIAL TRESNA WERDHA MADAGO TENTENA","III.b","863","SEKSI PELAYANAN SOSIAL LANSIA","33967","KEPALA SEKSI PELAYANAN SOSIAL LANSIA","IV.a",,,,,,,,,,,,,,,,,,,,,,,,,,2,,"863","861","33967","IV.a","100707020000",41,"KEPALA SEKSI PELAYANAN SOSIAL LANSIA","SEKSI PELAYANAN SOSIAL LANSIA",133,"JL. PROF. MOH. YAMIN NO. 15 PALU",,,,,,1,,,
"10","DINAS PENDIDIKAN","33499","KEPALA DINAS PENDIDIKAN","II.a","489","CABANG DINAS PENDIDIKAN MENENGAH WILAYAH V KAB.BANGGAI, KAB. BANGGAI KEPULAUAN DAN KAB. BANGGAI LAUT","33502","KEPALA CABANG DINAS PENDIDIKAN MENENGAH WILAYAH V KAB.BANGGAI, KAB. BANGGAI KEPULAUAN DAN KAB. BANGGAI LAUT","III.b","32","SMA NEGERI 1 BUNTA KAB. BANGGAI","34186","KEPALA SMA NEGERI 1 BUNTA KAB. BANGGAI",,,,,,,,,,,,,,,,,,,,,,,,,,,2,"SMA","32","489","34186",,"102810170000",,"KEPALA SMA NEGERI 1 BUNTA KAB. BANGGAI","SMA NEGERI 1 BUNTA KAB. BANGGAI",,"JL. SETIA BUDI, NO.9 PALU",,,,,,1,,,
"16","DINAS SOSIAL","33907","KEPALA DINAS SOSIAL","II.a","861","UPT PANTI SOSIAL TRESNA WERDHA MADAGO TENTENA","33965","KEPALA UPT PANTI SOSIAL TRESNA WERDHA MADAGO TENTENA","III.b",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"","861","16","33965","III.b","100707000000",32,"KEPALA UPT PANTI SOSIAL TRESNA WERDHA MADAGO TENTENA","UPT PANTI SOSIAL TRESNA WERDHA MADAGO TENTENA",134,"JL. PROF. MOH. YAMIN NO. 15 PALU",,,,,,1,,,
"10","DINAS PENDIDIKAN","33499","KEPALA DINAS PENDIDIKAN","II.a","489","CABANG DINAS PENDIDIKAN MENENGAH WILAYAH V KAB.BANGGAI, KAB. BANGGAI KEPULAUAN DAN KAB. BANGGAI LAUT","33502","KEPALA CABANG DINAS PENDIDIKAN MENENGAH WILAYAH V KAB.BANGGAI, KAB. BANGGAI KEPULAUAN DAN KAB. BANGGAI LAUT","III.b","1074","SMA NEGERI 1 BULAGI KAB. BANGGAI KEPULAUAN","34248","KEPALA SMA NEGERI 1 BULAGI KAB. BANGGAI KEPULAUAN",,,,,,,,,,,,,,,,,,,,,,,,,,,2,"SMA","1074","489","34248",,"102810660000",,"KEPALA SMA NEGERI 1 BULAGI KAB. BANGGAI KEPULAUAN","SMA NEGERI 1 BULAGI KAB. BANGGAI KEPULAUAN",,"JL. SETIA BUDI, NO.9 PALU",,,,,,1,,,
"32","DINAS TANAMAN PANGAN DAN HORTIKULTURA","37620","KEPALA DINAS TANAMAN PANGAN DAN HORTIKULTURA","II.a","834","UPTD BALAI PERBENIHAN TANAMAN PANGAN DAN HORTIKULTURA","37594","KEPALA UPT BALAI PERBENIHAN TPH","III.b","837","SEKSI PERBENIHAN TANAMAN HOLTIKULTURA","37613","KEPALA SEKSI PERBENIHAN TANAMAN HOLTIKULTURA","IV.a",,,,,,,,,,,,,,,,,,,,,,,,,,2,,"837","834","37613","IV.a","102506030000",41,"KEPALA SEKSI PERBENIHAN TANAMAN HOLTIKULTURA","SEKSI PERBENIHAN TANAMAN HOLTIKULTURA",133,"JL. R.A. KARTINI NO. 80 PALU",,,,,,1,,,
"10","DINAS PENDIDIKAN","33499","KEPALA DINAS PENDIDIKAN","II.a","481","CABANG DINAS PENDIDIKAN MENENGAH WILAYAH II KAB. DONGGALA DAN KAB. PARIGI MOUTONG","33639","KEPALA CABANG DINAS PENDIDIKAN MENENGAH WILAYAH II KAB. DONGGALA DAN KAB. PARIGI MOUTONG","III.b","550","SMK NEGERI 1 SINDUE TOBATA KAB. DONGGALA","33667","KEPALA SMK NEGERI 1 SINDUE TOBATA KAB. DONGGALA",,,,,,,,,,,,,,,,,,,,,,,,,,,2,"SMK","550","481","33667",,"102807290000",,"KEPALA SMK NEGERI 1 SINDUE TOBATA KAB. DONGGALA","SMK NEGERI 1 SINDUE TOBATA KAB. DONGGALA",,"JL. SETIA BUDI, NO.9 PALU",,,,,,1,,,
"17","DINAS TENAGA KERJA DAN TRANSMIGRASI","34947","KEPALA DINAS TENAGA KERJA DAN TRANSMIGRASI","II.a","726","UPT PENGAWASAN KETENAGAKERJAAN WILAYAH I","35271","KEPALA UPT PENGAWASAN KETENAGAKERJAAN WILAYAH I","III.a","727","SUB BAGIAN TATA USAHA","35274","KEPALA SUB BAGIAN TATA USAHA","IV.a",,,,,,,,,,,,,,,,,,,,,,,,,,2,,"727","726","35274","IV.a","100808010000",41,"KEPALA SUB BAGIAN TATA USAHA","SUB BAGIAN TATA USAHA",133,"JL. R.A. KARTINI NO. 98 PALU",,,,,,1,,,
"3","BADAN PENDAPATAN DAERAH","33784","KEPALA BADAN PENDAPATAN DAERAH","II.a","353","UPTD BADAN PENDAPATAN WILAYAH XI","33866","KEPALA UPTD BADAN PENDAPATAN WILAYAH XI","III.b","354","SUB BAGIAN TATA USAHA","33867","KEPALA SUB BAGIAN TATA USAHA","IV.a",,,,,,,,,,,,,,,,,,,,,,,,,,2,,"354","353","33867","IV.a","103416010000",41,"KEPALA SUB BAGIAN TATA USAHA","SUB BAGIAN TATA USAHA",133,"JL. PROF. DR. MOH. YAMIN NO. 34 PALU",,,,,,1,,,
"14","DINAS CIPTA KARYA DAN SUMBER DAYA AIR","33805","KEPALA DINAS CIPTA KARYA DAN SUMBER DAYA AIR","II.a","666","SEKRETARIAT","33806","SEKRETARIS","III.a","667","SUB BAGIAN PROGRAM","33807","KEPALA SUB BAGIAN PROGRAM","IV.a",,,,,,,,,,,,,,,,,,,,,,,,,,2,,"667","666","33807","IV.a","100501010000",41,"KEPALA SUB BAGIAN PROGRAM","SUB BAGIAN PROGRAM",133,"JL. PROF. MOH. YAMIN NO.33 PALU",,,,,,1,,,
"3","BADAN PENDAPATAN DAERAH","33784","KEPALA BADAN PENDAPATAN DAERAH","II.a","353","UPTD BADAN PENDAPATAN WILAYAH XI","33866","KEPALA UPTD BADAN PENDAPATAN WILAYAH XI","III.b","355","SEKSI PELAYANAN PAJAK KENDARAAN BERMOTOR DAN BEA BALIK NAMA KENDARAAN BERMOTOR","33868","KEPALA SEKSI PELAYANAN PAJAK KENDARAAN BERMOTOR DAN BEA BALIK NAMA KENDARAAN BERMOTOR","IV.a",,,,,,,,,,,,,,,,,,,,,,,,,,2,"","355","353","33868","IV.a","103416020000",41,"KEPALA SEKSI PELAYANAN PAJAK KENDARAAN BERMOTOR DAN BEA BALIK NAMA KENDARAAN BERMOTOR","SEKSI PELAYANAN PAJAK KENDARAAN BERMOTOR DAN BEA BALIK NAMA KENDARAAN BERMOTOR",133,"JL. PROF. DR. MOH. YAMIN NO. 34 PALU",,,,,,1,,,
"3","BADAN PENDAPATAN DAERAH","33784","KEPALA BADAN PENDAPATAN DAERAH","II.a","310","BIDANG PENGENDALIAN DAN EVALUASI PENDAPATAN DAERAH","33802","KEPALA BIDANG PENGENDALIAN DAN EVALUASI PENDAPATAN DAERAH","III.a","311","SUB BIDANG PEMERIKSAAN, MONITORING DAN EVALUASI PENGELOLAAN PENDAPATAN DAERAH","33803","KEPALA SUB BIDANG PEMERIKSAAN, MONITORING DAN EVALUASI PENGELOLAAN PENDAPATAN DAERAH","IV.a",,,,,,,,,,,,,,,,,,,,,,,,,,2,,"311","310","33803","IV.a","103405010000",41,"KEPALA SUB BIDANG PEMERIKSAAN, MONITORING DAN EVALUASI PENGELOLAAN PENDAPATAN DAERAH","SUB BIDANG PEMERIKSAAN, MONITORING DAN EVALUASI PENGELOLAAN PENDAPATAN DAERAH",133,"JL. PROF. DR. MOH. YAMIN NO. 34 PALU",,,,,,1,,,
"32","DINAS TANAMAN PANGAN DAN HORTIKULTURA","37620","KEPALA DINAS TANAMAN PANGAN DAN HORTIKULTURA","II.a","834","UPTD BALAI PERBENIHAN TANAMAN PANGAN DAN HORTIKULTURA","37594","KEPALA UPT BALAI PERBENIHAN TPH","III.b","836","SEKSI PERBENIHAN TANAMAN PANGAN","37601","KEPALA SEKSI PERBENIHAN TANAMAN PANGAN","IV.a",,,,,,,,,,,,,,,,,,,,,,,,,,2,,"836","834","37601","IV.a","102506020000",41,"KEPALA SEKSI PERBENIHAN TANAMAN PANGAN","SEKSI PERBENIHAN TANAMAN PANGAN",133,"JL. R.A. KARTINI NO. 80 PALU",,,,,,1,,,
"22","DINAS KEPENDUDUKAN DAN PENCATATAN SIPIL","33913","KEPALA DINAS KEPENDUDUKAN DAN PENCATATAN SIPIL","II.a","873","BIDANG FASILITASI PENCATATAN SIPIL","33918","KEPALA BIDANG FASILITASI PENCATATAN SIPIL","III.a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"873","22","33918","III.a","101301000000",31,"KEPALA BIDANG FASILITASI PENCATATAN SIPIL","BIDANG FASILITASI PENCATATAN SIPIL",141,"JL. DEWI SARTIKA NO.85 PALU",,,,,,1,,,
"10","DINAS PENDIDIKAN","33499","KEPALA DINAS PENDIDIKAN","II.a","489","CABANG DINAS PENDIDIKAN MENENGAH WILAYAH V KAB.BANGGAI, KAB. BANGGAI KEPULAUAN DAN KAB. BANGGAI LAUT","33502","KEPALA CABANG DINAS PENDIDIKAN MENENGAH WILAYAH V KAB.BANGGAI, KAB. BANGGAI KEPULAUAN DAN KAB. BANGGAI LAUT","III.b","1089","SMA NEGERI 1 TINANGKUNG UTARA KAB. BANGGAI KEPULAUAN","34273","KEPALA SMA NEGERI 1 TINANGKUNG UTARA KAB. BANGGAI KEPULAUAN",,,,,,,,,,,,,,,,,,,,,,,,,,,2,"SMA","1089","489","34273",,"102810810000",,"KEPALA SMA NEGERI 1 TINANGKUNG UTARA KAB. BANGGAI KEPULAUAN","SMA NEGERI 1 TINANGKUNG UTARA KAB. BANGGAI KEPULAUAN",,"JL. SETIA BUDI, NO.9 PALU",,,,,,1,,,
"32","DINAS TANAMAN PANGAN DAN HORTIKULTURA","37620","KEPALA DINAS TANAMAN PANGAN DAN HORTIKULTURA","II.a","838","UPTD PENGAWASAN MUTU DAN SERTIFIKASI BENIH TANAMAN PANGAN DAN HORTIKULTURA","37596","KEPALA UPT PENGAWASAN MUTU DAN SERTIFIKASI BENIH TPH","III.b","839","SUB BAGIAN TATA USAHA","37604","KEPALA SUB BAGIAN TATA USAHA","IV.a",,,,,,,,,,,,,,,,,,,,,,,,,,2,,"839","838","37604","IV.a","102507010000",41,"KEPALA SUB BAGIAN TATA USAHA","SUB BAGIAN TATA USAHA",133,"JL. R.A. KARTINI NO. 80 PALU",,,,,,1,,,
"17","DINAS TENAGA KERJA DAN TRANSMIGRASI","34947","KEPALA DINAS TENAGA KERJA DAN TRANSMIGRASI","II.a","703","SEKRETARIAT","34948","SEKRETARIS","III.a","706","SUB BAGIAN KEPEGAWAIAN DAN UMUM","34957","KEPALA SUB BAGIAN KEPEGAWAIAN DAN UMUM","IV.a",,,,,,,,,,,,,,,,,,,,,,,,,,2,,"706","703","34957","IV.a","100801030000",41,"KEPALA SUB BAGIAN KEPEGAWAIAN DAN UMUM","SUB BAGIAN KEPEGAWAIAN DAN UMUM",133,"JL. R.A. KARTINI NO. 98 PALU",,,,,,1,,,
"10","DINAS PENDIDIKAN","33499","KEPALA DINAS PENDIDIKAN","II.a","489","CABANG DINAS PENDIDIKAN MENENGAH WILAYAH V KAB.BANGGAI, KAB. BANGGAI KEPULAUAN DAN KAB. BANGGAI LAUT","33502","KEPALA CABANG DINAS PENDIDIKAN MENENGAH WILAYAH V KAB.BANGGAI, KAB. BANGGAI KEPULAUAN DAN KAB. BANGGAI LAUT","III.b","1092","SLB NEGERI SALAKAN KAB. BANGGAI KEPULAUAN","34281","KEPALA SLB NEGERI SALAKAN KAB. BANGGAI KEPULAUAN",,,,,,,,,,,,,,,,,,,,,,,,,,,2,"SLB","1092","489","34281",,"102810840000",,"KEPALA SLB NEGERI SALAKAN KAB. BANGGAI KEPULAUAN","SLB NEGERI SALAKAN KAB. BANGGAI KEPULAUAN",,"JL. SETIA BUDI, NO.9 PALU",,,,,,1,,,
"14","DINAS CIPTA KARYA DAN SUMBER DAYA AIR","33805","KEPALA DINAS CIPTA KARYA DAN SUMBER DAYA AIR","II.a","676","BIDANG IRIGASI DAN RAWA","33818","KEPALA BIDANG IRIGASI DAN RAWA","III.a","677","SEKSI PENGEMBANGAN IRIGASI DAN RAWA","33819","KEPALA SEKSI PENGEMBANGAN IRIGASI DAN RAWA","IV.a",,,,,,,,,,,,,,,,,,,,,,,,,,2,,"677","676","33819","IV.a","100504010000",41,"KEPALA SEKSI PENGEMBANGAN IRIGASI DAN RAWA","SEKSI PENGEMBANGAN IRIGASI DAN RAWA",133,"JL. PROF. MOH. YAMIN NO.33 PALU",,,,,,1,,,
"2","BADAN KESATUAN BANGSA DAN POLITIK","33322","KEPALA BADAN KESATUAN BANGSA DAN POLITIK","II.a","28","BIDANG KETAHANAN EKONOMI, SENI BUDAYA, AGAMA DAN KEMASYARAKATAN","33321","KEPALA BIDANG KETAHANAN EKONOMI, SENI BUDAYA, AGAMA DAN KEMASYARAKATAN","III.a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"28","2","33321","III.a","103005000000",31,"KEPALA BIDANG KETAHANAN EKONOMI, SENI BUDAYA, AGAMA DAN KEMASYARAKATAN","BIDANG KETAHANAN EKONOMI, SENI BUDAYA, AGAMA DAN KEMASYARAKATAN",141,"JL. TANJUNG API NO. 7 PALU",,,,,,1,,,
"33","DINAS PERKEBUNAN DAN PETERNAKAN","37689","KEPALA DINAS PERKEBUNAN DAN PETERNAKAN","II.a","894","UPT PENGAWASAN MUTU DAN SERTIFIKASI BENIH PERKEBUNAN","36579","KEPALA UPT PENGAWASAN MUTU DAN SERTIFIKASI BENIH PERKEBUNAN","III.a","896","SEKSI SERTIFIKASI BENIH","36581","KEPALA SEKSI SERTIFIKASI BENIH","IV.a",,,,,,,,,,,,,,,,,,,,,,,,,,2,,"896","894","36581","IV.a","102607020000",41,"KEPALA SEKSI SERTIFIKASI BENIH","SEKSI SERTIFIKASI BENIH",133,"JL. R.A. KARTINI NO.25 & 31 PALU",,,,,,1,,,
"49","SEKRETARIAT DAERAH","34461","SEKRETARIS DAERAH","I.b","144","ASISTEN ADMINISTRASI UMUM","33353","ASISTEN ADMINISTRASI UMUM","II.a","145","BIRO ORGANISASI","33354","KEPALA BIRO ORGANISASI","II.b","146","BAGIAN KELEMBAGAAN DAN REFORMASI BIROKRASI","33355","KEPALA BAGIAN KELEMBAGAAN DAN REFORMASI BIROKRASI","III.a","149","SUB BAGIAN REFORMASI BIROKRASI","33358","KEPALA SUB BAGIAN REFORMASI BIROKRASI",,,,,,,,,,,,,,,,,4,,"149","146","33358",,"100103010103",,"KEPALA SUB BAGIAN REFORMASI BIROKRASI","SUB BAGIAN REFORMASI BIROKRASI",,"JL. SAM RATULANGI NO.101 PALU",,,,,,1,,,
"10","DINAS PENDIDIKAN","33499","KEPALA DINAS PENDIDIKAN","II.a","494","CABANG DINAS PENDIDIKAN MENENGAH WILAYAH VI TOLITOLI DAN BUOL","33503","KEPALA CABANG DINAS PENDIDIKAN MENENGAH WILAYAH VI TOLITOLI DAN BUOL","III.b","1096","SMA NEGERI 1 OGODEIDE KAB. TOLITOLI","34316","KEPALA SMA NEGERI 1 OGODEIDE KAB. TOLITOLI",,,,,,,,,,,,,,,,,,,,,,,,,,,2,"SMA","1096","494","34316",,"102811050000",,"KEPALA SMA NEGERI 1 OGODEIDE KAB. TOLITOLI","SMA NEGERI 1 OGODEIDE KAB. TOLITOLI",,"JL. SETIA BUDI, NO.9 PALU",,,,,,1,,,
"16","DINAS SOSIAL","33907","KEPALA DINAS SOSIAL","II.a","1144","UPT PANTI SOSIAL REHABILITASI SOSIAL PENYANDANG DISABILITAS","40752","KEPALA UPT PANTI SOSIAL REHABILITASI SOSIAL PENYANDANG DISABILITAS","III.b",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"","1144","16","40752","III.b","100709000000",32,"KEPALA UPT PANTI SOSIAL REHABILITASI SOSIAL PENYANDANG DISABILITAS","UPT PANTI SOSIAL REHABILITASI SOSIAL PENYANDANG DISABILITAS",134,"JL. PROF. MOH. YAMIN NO. 15 PALU",,,,,,1,,,
